Universitas,Prodi,Rank,text
iain kendari,perbankan syariah,999.0,Shariah banking
sekolah tinggi ilmu ekonomi miftahul huda,manajemen,999.0,management
universitas fort de kock,bisnis digital,999.0,digital business
institut teknologi dan bisnis jakarta,bisnis digital,999.0,digital business
institut teknologi dan bisnis ahmad dahlan,keuangan dan perbankan,999.0,finance and banking
universitas bumigora,bisnis digital,999.0,digital business
sekolah tinggi ekonomi dan bisnis islam pagaralam,perbankan syariah,999.0,Shariah banking
universitas katolik de la salle,manajemen,999.0,management
universitas muhammadiyah bandung,akuntansi,999.0,accountancy
institut pahlawan 12,kewirausahaan,999.0,entrepreneurship
universitas islam cordoba banyuwangi,ekonomi syariah,999.0,Islamic economy
universitas baiturrahim,manajemen,999.0,management
universitas muhammadiyah ahmad dahlan cirebon,manajemen,999.0,management
universitas muhammadiyah ahmad dahlan cirebon,akuntansi,999.0,accountancy
stai darul falah cililin cihampelas bandung barat,manajemen bisnis syariah,999.0,Sharia Business Management
stai nusantara kota banda aceh,ekonomi syariah,999.0,Islamic economy
akademi digital bandung,bisnis digital,999.0,digital business
universitas katolik parahyangan,bisnis kreatif,999.0,creative business
universitas muhammadiyah tegal,manajemen,999.0,management
universitas muhammadiyah tegal,akuntansi,999.0,accountancy
politeknik piksi ganesha,bisnis digital,999.0,digital business
stai hasan jufri bawean,perbankan syariah,999.0,Shariah banking
politeknik kesehatan kementerian kesehatan yogyakarta,sanitasi,999.0,sanitation
politeknik kesehatan kementerian kesehatan banjarmasin,teknologi laboratorium medis,999.0,Medical Laboratory Technology
universitas warmadewa,manajemen sumber daya perairan,999.0,aquatic resource management
universitas islam negeri mataram,hukum keluarga islam,999.0,Islamic family law
politeknik atmi,teknologi rekayasa mekatronika,999.0,Mechatronics engineering technology
stai nias,manajemen dakwah,999.0,Da'wah management
akademi perhotelan tunas indonesia,pengelolaan perhotelan,999.0,Hospitality management
institut seni budaya indonesia bandung,seni tari,999.0,dance
sekolah tinggi desain indonesia bandung,desain komunikasi visual,999.0,visual communication design
universitas cordova,agribisnis,999.0,agribusiness
stai natuna,hukum pidana islam,999.0,Islamic criminal law
sekolah tinggi ilmu syariah nahdlatul ulama nusantara tangerang,hukum keluarga,999.0,Family law
universitas stikubank,keuangan dan perbankan,999.0,finance and banking
sekolah tinggi teologi obaja jakarta,misiologi,999.0,inion
sekolah tinggi teologi injili arastamar jakarta,teologi,999.0,theology
universitas negeri makassar,hukum bisnis,999.0,Business Law
universitas doktor husni ingratubun tual,teknologi hasil perikanan,999.0,Fishery Product Technology
institut pemerintahan dalam negeri,manajemen sumber daya manusia sektor publik,999.0,Public Sector Human Resource Management
institut agama islam negeri sorong,ekonomi syariah,999.0,Islamic economy
politeknik agroindustri,teknologi pengolahan,999.0,Processing Technology
universitas wirahusada medan,sistem informasi,999.0,information Systems
universitas wirahusada medan,teknologi informasi,999.0,information Technology
universitas wahidiyah,keperawatan,999.0,nursing
universitas wahidiyah,kebidanan,999.0,midwifery
universitas muhammadiyah semarang,kedokteran,999.0,medical
universitas islam mulia yogyakarta,administrasi kesehatan,999.0,Health administration
sekolah tinggi ilmu farmasi pelita mas palu,farmasi,999.0,Pharmacy
politeknik yakpermas banyumas,teknologi laboratorium medis,999.0,Medical Laboratory Technology
akademi keperawatan yappkes,keperawatan,999.0,nursing
universitas telkom,bisnis digital,999.0,digital business
stai muhammadiyah garut,ekonomi syariah,999.0,Islamic economy
stie ya bangko,ekonomi pembangunan,999.0,economic development
universitas abdurachman saleh situbondo,manajemen,999.0,management
universitas islam negeri sunan ampel,manajemen zakat dan wakaf,999.0,Zakat and Waqf Management
universitas muhammadiyah mamuju,manajemen,999.0,management
universitas putra indonesia,manajemen,999.0,management
universitas antakusuma,manajemen,999.0,management
stie dharma negara,manajemen,999.0,management
universitas kadiri,akuntansi sektor publik,999.0,Public Sector Accounting
politeknik negeri malang,akuntansi,999.0,accountancy
universitas tribuana kalabahi,manajemen,999.0,management
sekolah tinggi manajemen bisnis multi sarana manajemen administrasi dan rekayasa teknologi,manajemen,999.0,management
universitas serasan,manajemen,999.0,management
universitas pendidikan muhammadiyah sorong,akuntansi,999.0,accountancy
universitas pelita bangsa,bisnis digital,999.0,digital business
universitas tanri abeng,manajemen,999.0,management
universitas wijaya kusuma surabaya,kesehatan hewan,999.0,animal health
universitas islam sumateran barat,kesehatan masyarakat,999.0,public health
universitas indonesia timur,kesehatan masyarakat,999.0,public health
sekolah tinggi ilmu kesehatan widya husada medan,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan isfi banjarmasin,farmasi klinis dan komunitas,999.0,clinical pharmacy and community
politeknik kesehatan kmc kuningan,manajemen informasi kesehatan,999.0,Health Information Management
politeknik kesehatan kmc kuningan,fisioterapi,999.0,physiotherapy
politeknik kesehatan kementerian kesehatan surabaya,teknologi laboratorium medis,999.0,Medical Laboratory Technology
politeknik kesehatan kementerian kesehatan surabaya,sanitasi,999.0,sanitation
institut kesehatan rajawali,farmasi,999.0,Pharmacy
universitas islam sultan agung,akuntansi,999.0,accountancy
sekolah tinggi ilmu kesehatan paluta husada,kebidanan,999.0,midwifery
politeknik harapan bersama,kebidanan,999.0,midwifery
universitas pembangunan nasional veteran jakarta,gizi,999.0,Nutrition
universitas nahdlatul ulama surabaya,keperawatan,999.0,nursing
universitas citra bangsa,kebidanan,999.0,midwifery
universitas bina bangsa,keperawatan,999.0,nursing
universitas anak bangsa,kesehatan masyarakat,999.0,public health
sekolah tinggi ilmu kesehatan nusantara,gizi,999.0,Nutrition
sekolah tinggi ilmu kesehatan kesosi,keperawatan,999.0,nursing
sekolah tinggi ilmu kesehatan ist buton,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan harapan ibu jambi,kesehatan masyarakat,999.0,public health
sekolah tinggi ilmu kesehatan griya husada sumbawa,kesehatan masyarakat,999.0,public health
sekolah tinggi ilmu kesehatan almaarif baturaja,kebidanan,999.0,midwifery
sekolah tinggi ilmu farmasi riau,farmasi,999.0,Pharmacy
politeknik merdeka belajar indonesia,rekam medis dan informasi kesehatan,999.0,medical records and health information
politeknik kesehatan kementerian kesehatan surabaya,keperawatan,999.0,nursing
politeknik kesehatan kementerian kesehatan semarang,keperawatan,999.0,nursing
akademi kebidanan rangga husada prabumulih,kebidanan,999.0,midwifery
akademi kebidanan bandung,kebidanan,999.0,midwifery
akademi farmasi indonesia yogyakarta,farmasi,999.0,Pharmacy
universitas pgri delta,statistika,999.0,statistics
universitas putra abadi langkat,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan payung negeri aceh darussalam,kebidanan,999.0,midwifery
universitas sanata dharma,filsafat keilahian,999.0,The philosophy of divinity
universitas nurul huda,matematika,999.0,mathematics
universitas lampung,fisika,999.0,physics
universitas stella maris sumba,manajemen informatika,999.0,Informatics Management
institut islam almujaddid sabak,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi agama islam syubbanul wathon magelang,pendidikan agama islam,999.0,Islamic Religious Education
institut kh ahmad sanusi sukabumi,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas islam batang hari,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
politeknik perkapalan negeri surabaya,teknik permesinan kapal,999.0,Ship Machinery Techniques
universitas padjadjaran,teknologi pangan,7.0,Food Technology
universitas padjadjaran,sastra indonesia,7.0,Indonesian Literature
universitas riau,ilmu hubungan internasional,999.0,International Relations
universitas padjadjaran,sastra arab,7.0,Arabic literature
universitas jember,ilmu hubungan internasional,999.0,International Relations
universitas pancasila,teknik mesin,999.0,mechanical Engineering
universitas islam negeri sultan maulana hasanuddin banten,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
universitas lia,bahasa inggris,999.0,English
universitas negeri manado,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas islam negeri alauddin makassar,ilmu perpustakaan,999.0,library science
universitas pendidikan nasional,teknik sipil,999.0,civil Engineering
universitas bosowa,teknik kimia,999.0,chemical Engineering
institut pertanian bogor,teknologi hasil hutan,5.0,Forest Product Technology
universitas ahmad dahlan,teknologi pangan,999.0,Food Technology
universitas sanata dharma,sejarah,999.0,history
universitas muhammadiyah tangerang,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas dharmawangsa,akuntansi,999.0,accountancy
universitas padjadjaran,teknik pertanian,7.0,Agricultural Engineering
universitas pelita harapan,desain komunikasi visual,999.0,visual communication design
universitas dharmawangsa,hukum,999.0,law
universitas islam negeri raden mas said surakarta,sastra inggris,999.0,English literature
universitas dharmawangsa,akuakultur,999.0,aquaculture
universitas dharma andalas,ilmu hukum,999.0,Legal studies
universitas sebelas maret,ilmu teknologi pangan,13.0,Food Technology Science
universitas bhayangkara jakarta raya,ilmu hukum,999.0,Legal studies
sekolah tinggi teologi injili efrata sidoarjo,teologi,999.0,theology
universitas islam batik,agribisnis,999.0,agribusiness
universitas lambung mangkurat,arsitektur,999.0,architecture
universitas malikussaleh,ilmu politik,999.0,Political Science
universitas tangerang raya,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
universitas islam negeri sjech m djamil djambek bukittinggi,manajemen haji dan umroh,999.0,Hajj and Umrah Management
stisipol candradimuka,ilmu administrasi negara,999.0,State Administration Science
universitas sari mutiara indonesia medan,perpustakaan dan sains informasi,999.0,library and information science
politeknik stia lan jakarta,administrasi pembangunan negara,999.0,State development administration
politeknik negeri kupang,manajemen perusahaan,999.0,company management
institut agama kristen negeri palangka raya,psikologi kristen,999.0,Christian Psychology
politeknik pariwisata palembang,seni kuliner,999.0,Culinary art
universitas pattimura,manajemen sumber daya perairan,999.0,aquatic resource management
universitas islam negeri kh abdurrahman wahid pekalongan,ilmu hadis,999.0,Hadith science
universitas mercu buana yogyakarta,ilmu keolahragaan,999.0,sports science
politeknik negeri lampung,pengelolaan perhotelan,999.0,Hospitality management
universitas 17 agustus 1945 jakarta,ilmu hubungan internasional,999.0,International Relations
universitas sebelas maret,sastra arab,13.0,Arabic literature
universitas islam negeri sunan gunung djati,sastra inggris,999.0,English literature
politeknik pariwisata bali,divisi kamar,999.0,room division
universitas negeri manado,biologi,999.0,biology
institut pertanian bogor,teknologi pangan,5.0,Food Technology
universitas negeri manado,akutansi,999.0,Accounting
universitas muhammadiyah tangerang,akuntansi,999.0,accountancy
universitas pgri pontianak,pendidikan fisika,999.0,Physics Education
universitas pgri pontianak,pendidikan teknologi informasi,999.0,Information Technology Education
universitas pgri pontianak,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas pgri pontianak,pendidikan bahasa inggris,999.0,English language education
institut agama islam attaqwa bondowoso,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas pancasila,psikologi,999.0,psychology
sekolah tinggi teologi pantekosta jakarta,teologi,999.0,theology
universitas pgri pontianak,pendidikan matematika,999.0,Mathematics education
universitas indonesia,bahasa dan kebudayaan korea,1.0,Korean language and culture
universitas islam bandung,psikologi,999.0,psychology
universitas gunadarma,sastra tiongkok,999.0,Chinese literature
universitas katolik widya mandala surabaya,psikologi,999.0,psychology
institut teknologi nasional bandung,desain interior,15.0,Interior design
universitas pgri pontianak,bimbingan dan konseling,999.0,guidance and counseling
universitas pembangunan nasional veteran jakarta,sains informasi,999.0,Information Science
institut agama islam bogor,hukum ekonomi syariah,999.0,Islamic economic law
universitas bina bangsa,ilmu komunikasi,999.0,Communication Studies
universitas islam indonesia,hukum bisnis,25.0,Business Law
stai alhaudl ketapang,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
universitas nahdlatul ulama blitar,peternakan,999.0,farm
institut teknologi bisnis dan administrasi al gazali barru,administrasi publik,999.0,Public Administration
universitas slamet riyadi,teknologi pangan,999.0,Food Technology
sekolah tinggi bisnis runata,manajemen,999.0,management
universitas putra indonesia,sastra inggris,999.0,English literature
universitas muhammadiyah semarang,arsitektur,999.0,architecture
stai tgk chik pante kulu kota banda aceh,hukum keluarga,999.0,Family law
universitas nahdlatul wathan mataram,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
universitas muhammadiyah sinjai,agribisnis,999.0,agribusiness
stai bhakti persada majalaya bandung,hukum ekonomi syariah,999.0,Islamic economic law
akademi sekretari manajemen nusantara,sekretari,999.0,secretariat
universitas muhammadiyah semarang,ilmu kelautan,999.0,marine science
universitas darma agung,ilmu pemerintahan,999.0,public administration
universitas trisakti,arsitektur,18.0,architecture
universitas malikussaleh,ekonomi syariah,999.0,Islamic economy
universitas islam negeri alauddin makassar,teknik perencanaan wilayah dan kota,999.0,Regional and City Planning Techniques
universitas sahid,ilmu hukum,999.0,Legal studies
universitas muhammadiyah palembang,agribisnis,999.0,agribusiness
universitas jenderal soedirman,ilmu politik,999.0,Political Science
politeknik perkeretaapian indonesia madiun,teknologi bangunan dan jalur perkeretaapian,999.0,building technology and railroad paths
universitas surabaya,psikologi,999.0,psychology
universitas teuku umar,akuakultur,999.0,aquaculture
institut pemerintahan dalam negeri,politik indonesia terapan,999.0,Applied Indonesian Politics
universitas islam negeri syarif hidayatullah,ilmu politik,999.0,Political Science
universitas islam negeri syarif hidayatullah,sosiologi,999.0,sociology
universitas muhammadiyah palangka raya,agroteknologi,999.0,agrotechnology
politeknik perkeretaapian indonesia madiun,manajemen transportasi perkeretaapian,999.0,Railroad Transportation Management
politeknik perkeretaapian indonesia madiun,teknologi mekanika perkeretaapian,999.0,Railroad Mechanics Technology
universitas kristen krida wacana,sastra inggris,999.0,English literature
institut seni indonesia denpasar,seni pedalangan,999.0,Pandalangan art
institut pertanian bogor,konservasi sumberdaya hutan dan ekowisata,5.0,conservation of forest and ecotourism resources
universitas ibbi,manajemen,999.0,management
universitas padjadjaran,agroteknologi,7.0,agrotechnology
universitas kristen satya wacana,hubungan internasional,999.0,International Relations
universitas darul ulum islamic centre sudirman,peternakan,999.0,farm
universitas tanjungpura,ilmu hubungan internasional,999.0,International Relations
institut pertanian bogor,teknologi produksi ternak,5.0,livestock production technology
institut pertanian bogor,komunikasi dan pengembangan masyarakat,5.0,Communication and Community Development
universitas muhammadiyah kalimantan timur,psikologi,999.0,psychology
universitas sumatera utara,akuntansi,14.0,accountancy
universitas pawyatan daha,manajemen,999.0,management
sekolah tinggi ekonomi manajemen bisnis islam alaziziyah randudongkal pemalang,ekonomi syariah,999.0,Islamic economy
universitas persatuan guru 1945 ntt,manajemen,999.0,management
stei ar risalah ciamis jawa barat,ekonomi syariah,999.0,Islamic economy
sekolah tinggi ilmu ekonomi dwimulya,manajemen,999.0,management
sekolah tinggi ekonomi dan bisnis islam muhammadiyah sumedang,ekonomi syariah,999.0,Islamic economy
universitas jambi,kewirausahaan,999.0,entrepreneurship
universitas lakidende unaaha,manajemen,999.0,management
stai darul hikmah bangkalan,ekonomi syariah,999.0,Islamic economy
politeknik praktisi bandung,akuntansi,999.0,accountancy
akademi keuangan dan perbankan denpasar,keuangan dan perbankan,999.0,finance and banking
politeknik kutaraja,akuntansi,999.0,accountancy
universitas tamansiswa,manajemen,999.0,management
universitas indraprasta pgri,sains data,999.0,data science
universitas muhammadiyah tegal,informatika,999.0,Informatics
universitas telkom,rekayasa perangkat lunak,999.0,software engineering
universitas telkom,teknik informatika,999.0,Informatics Engineering
universitas muhammadiyah tegal,teknik mesin,999.0,mechanical Engineering
universitas islam jakarta,ekonomi syariah,999.0,Islamic economy
universitas bakti indonesia,akuntansi,999.0,accountancy
institut teknologi insan cendekia mandiri,bisnis digital,999.0,digital business
politeknik ykpn,akuntansi sektor publik,999.0,Public Sector Accounting
universitas airlangga,perbankan dan keuangan,4.0,banking and finance
politeknik negeri samarinda,bisnis digital,999.0,digital business
universitas utpadaka swastika,manajemen,999.0,management
universitas nahdlatul ulama al ghazali cilacap,manajemen,999.0,management
universitas muhammadiyah klaten,manajemen,999.0,management
universitas muhammadiyah lamongan,akuntansi,999.0,accountancy
stim lpi makassar,manajemen,999.0,management
stei bina cipta madani,ekonomi syariah,999.0,Islamic economy
universitas dipa makassar,kewirausahaan,999.0,entrepreneurship
universitas kristen indonesia,akuntansi,999.0,accountancy
politeknik maritim negeri indonesia,teknologi rekayasa mekatronika,999.0,Mechatronics engineering technology
universitas mercu buana,manajemen perusahaan,999.0,company management
universitas masoem,informatika,999.0,Informatics
universitas islam indonesia,pjj informatika,25.0,PJJ Informatics
universitas pembangunan nasional veteran jakarta,sains data,999.0,data science
universitas nurul jadid,kebidanan,999.0,midwifery
universitas teknologi yogyakarta,ilmu komunikasi,999.0,Communication Studies
universitas esa unggul,teknik mesin,999.0,mechanical Engineering
universitas muhammadiyah jakarta,kedokteran,999.0,medical
universitas aufa royhan,ilmu kesehatan masyarakat,999.0,Public Health Sciences
sekolah tinggi ilmu kesehatan sehat medan,farmasi,999.0,Pharmacy
politeknik negeri jember,promosi kesehatan,999.0,Health Promotion
universitas muhammadiyah sumatera utara,ilmu administrasi publik,999.0,Public Administration Science
universitas pasundan,perencanaan wilayah dan kota,999.0,Regional and City Planning
universitas bosowa,ilmu hubungan internasional,999.0,International Relations
universitas dehasen bengkulu,agribisnis,999.0,agribusiness
universitas bosowa,sosiologi,999.0,sociology
universitas gadjah mada,teknik pertanian,2.0,Agricultural Engineering
universitas tanjungpura,pembangunan sosial,999.0,social development
universitas tanjungpura,antropologi sosial,999.0,Social Anthropology
universitas gunadarma,pariwisata,999.0,tourist
universitas gunadarma,agroteknologi,999.0,agrotechnology
universitas brawijaya,sosiologi,9.0,sociology
universitas jambi,peternakan,999.0,farm
universitas hasanuddin,arkeologi,11.0,archeology
universitas wijaya kusuma purwokerto,ilmu hukum,999.0,Legal studies
universitas riau,ilmu administrasi publik,999.0,Public Administration Science
universitas islam madura,agribisnis,999.0,agribusiness
universitas swadaya gunung djati,agribisnis,999.0,agribusiness
universitas swadaya gunung djati,administrasi publik,999.0,Public Administration
universitas gadjah mada,mikrobiologi pertanian,2.0,agricultural microbiology
universitas mulawarman,ilmu komunikasi,999.0,Communication Studies
universitas islam sumatera utara,pendidikan matematika,999.0,Mathematics education
universitas wahid hasyim,ilmu hukum,999.0,Legal studies
universitas negeri manado,fisika,999.0,physics
universitas muhammadiyah jember,ilmu pemerintahan,999.0,public administration
universitas jenderal soedirman,hubungan internasional,999.0,International Relations
institut teknologi sepuluh nopember,perencanaan wilayah dan kota,6.0,Regional and City Planning
universitas kristen indonesia toraja,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas kristen indonesia toraja,pendidikan matematika,999.0,Mathematics education
universitas prima indonesia,psikologi,999.0,psychology
sekolah tinggi alkitab jember,teologi,999.0,theology
universitas islam negeri sultan syarif kasim riau,pengembangan masyarakat islam,999.0,Islamic community development
politeknik negeri manado,teknologi rekayasa mekatronika,999.0,Mechatronics engineering technology
politeknik negeri pontianak,teknologi pengolahan hasil perkebunan k,999.0,Plantation Processing Technology K
universitas hasanuddin,teknologi pakan ternak,11.0,Animal feed technology
universitas graha karya muara bulian,agribisnis,999.0,agribusiness
universitas peradaban,agribisnis,999.0,agribusiness
sekolah tinggi kesenian wilwatikta,seni tari,999.0,dance
universitas katolik widya mandira kupang,arsitektur,999.0,architecture
politeknik akbara,manajemen penanggulangan bencana,999.0,Disaster Management Management
universitas 45 surabaya,kepariwisataan,999.0,tourism
institut agama kristen negeri palangka raya,pastoral konseling,999.0,Pastoral counseling
institut keislaman tuah negeri,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
iain manado,sejarah peradaban islam,999.0,The history of Islamic civilization
universitas esa unggul,ilmu hukum,999.0,Legal studies
universitas negeri malang,ilmu keolahragaan,22.0,sports science
universitas indonesia,sastra daerah untuk sastra jawa,1.0,regional literature for Javanese literature
institut pertanian bogor,nutrisi dan teknologi pakan,5.0,nutrition and feed technology
universitas negeri manado,pendidikan ipa,999.0,IPA education
universitas indonesia,sastra cina,1.0,Chinese literature
universitas siliwangi,agribinis,999.0,agribinis
universitas negeri manado,ilmu lingkungan,999.0,Environmental Science
sekolah tinggi ilmu islam dan bahasa arab makassar,hukum ekonomi syariah,999.0,Islamic economic law
politeknik negeri tanah laut,teknologi pakan ternak,999.0,Animal feed technology
universitas telkom,teknik biomedis,999.0,biomedical technique
universitas telkom,teknik elektro,999.0,electrical Engineering
universitas telkom,teknik telekomunikasi,999.0,telecommunications technique
universitas telkom,teknik telekomunikasi,999.0,telecommunications technique
universitas telkom,sains data,999.0,data science
universitas telkom,sistem informasi,999.0,information Systems
universitas bestari,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
institut agama islam attaqwa bondowoso,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
institut agama islam attaqwa bondowoso,pendidikan agama islam,999.0,Islamic Religious Education
universitas caritas indonesia,ilmu hukum,999.0,Legal studies
universitas caritas indonesia,manajemen,999.0,management
universitas pgri pontianak,pendidikan biologi,999.0,Biology Education
institut agama islam miftahul ulum tanjung pinang,ekonomi syariah,999.0,Islamic economy
institut agama islam miftahul ulum tanjung pinang,tadris bahasa inggris,999.0,English Tadris
institut agama islam miftahul ulum tanjung pinang,pendidikan agama islam,999.0,Islamic Religious Education
universitas telkom,teknik industri,999.0,industrial Engineering
universitas telkom,teknik logistik,999.0,Technology logistics
universitas telkom,desain komunikasi visual,999.0,visual communication design
universitas islam raden rahmat,psikologi,999.0,psychology
universitas muhammadiyah sinjai,perencanaan wilayah dan kota,999.0,Regional and City Planning
politeknik kepulauan simeulue,perikanan tangkap,999.0,capture fisheries
universitas nahdlatul ulama kalimantan timur,teknologi industri pertanian,999.0,Agricultural Industrial Technology
universitas tabanan,ilmu hukum,999.0,Legal studies
institut syekh abdul halim hasan binjai,hukum keluarga islam,999.0,Islamic family law
institut syekh abdul halim hasan binjai,hukum ekonomi syariah,999.0,Islamic economic law
universitas telkom,teknologi pangan,999.0,Food Technology
universitas telkom,desain produk,999.0,product design
universitas alhikmah indonesia,perbankan syariah,999.0,Shariah banking
universitas alhikmah indonesia,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas ahmad dahlan,sastra indonesia,999.0,Indonesian Literature
institut kesenian jakarta,seni rupa murni,999.0,pure art
universitas darma agung,agroteknologi,999.0,agrotechnology
universitas darwan ali,agribisnis,999.0,agribusiness
universitas syiah kuala,ilmu komunikasi,23.0,Communication Studies
akademi maritim nusantara banjarmasin,ketatalaksanaan pelayaran niaga dan kepelabuhan,999.0,Commerce and Port Shipping Management
universitas sultan ageng tirtayasa,ilmu pemerintahan,999.0,public administration
universitas riau,sosiologi,999.0,sociology
universitas islam sumatera utara,ilmu komunikasi,999.0,Communication Studies
sekolah tinggi ilmu pertanian dharma wacana,agroteknologi,999.0,agrotechnology
universitas gadjah mada,ekonomi pertanian dan agribisnis,2.0,agricultural economy and agribusiness
universitas kartamulia purwakarta,hukum,999.0,law
institut nahdlatul ulama ciamis,hukum tatanegara,999.0,the law of the country
universitas alhikmah indonesia,hukum keluarga islam,999.0,Islamic family law
universitas alhikmah indonesia,ekonomi syariah,999.0,Islamic economy
institut islam almujaddid sabak,perbankan syariah,999.0,Shariah banking
institut islam almujaddid sabak,hukum ekonomi syariah,999.0,Islamic economic law
universitas udayana,perpustakaan,999.0,library
institut teknologi kelautan buton,perikanan tangkap,999.0,capture fisheries
universitas doktor husni ingratubun tual,agribisnis,999.0,agribusiness
politeknik selaparang lombok,penyuluhan peternakan dan kesejahteraan hewan,999.0,counseling of animal husbandry and animal welfare
universitas bina bangsa,ilmu pemerintahan,999.0,public administration
sekolah tinggi ilmu syariah alsyaikh abdul wahid baubau,hukum ekonomi syariah,999.0,Islamic economic law
universitas bina darma,pendidikan bahasa indonesia,999.0,Indonesian Language Education
universitas sembilanbelas november kolaka,matematika,999.0,mathematics
universitas diponegoro,biologi,8.0,biology
universitas bali internasional,bisnis digital,999.0,digital business
universitas ichsan sidenreng rappang,akuntansi,999.0,accountancy
universitas ubudiyah indonesia,farmasi,999.0,Pharmacy
universitas muhammadiyah muara bungo,administrasi kesehatan,999.0,Health administration
universitas muhammadiyah manado,farmasi,999.0,Pharmacy
sekolah tinggi ilmu kesehatan tengku maharatu,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan darussalam lhokseumawe,kebidanan,999.0,midwifery
politeknik kesehatan kementerian kesehatan yogyakarta,teknologi laboratorium medis,999.0,Medical Laboratory Technology
politeknik kesehatan kementerian kesehatan yogyakarta,teknologi laboratorium medis,999.0,Medical Laboratory Technology
politeknik kesehatan kementerian kesehatan yogyakarta,sanitasi lingkungan,999.0,environmental sanitation
politeknik kesehatan kementerian kesehatan ternate,sanitasi,999.0,sanitation
politeknik kesehatan kementerian kesehatan ternate,kebidanan,999.0,midwifery
politeknik kesehatan kartini bali,kebidanan,999.0,midwifery
politeknik kesehatan aisyiyah banten,kebidanan,999.0,midwifery
politeknik hang tuah jakarta,teknik gigi,999.0,Dental Engineering
universitas satya terra bhinneka,bisnis digital,999.0,digital business
universitas fort de kock,kewirausahaan,999.0,entrepreneurship
universitas tribhuwana tungga dewi,akuntansi,999.0,accountancy
institut agama islam bakti negara tegal,perbankan syariah,999.0,Shariah banking
institut agama islam negeri kudus,ekonomi syariah,999.0,Islamic economy
sekolah tinggi ilmu ekonomi yapi bone,akuntansi,999.0,accountancy
sekolah tinggi pariwisata ars internasional,manajemen,999.0,management
universitas prima indonesia,manajemen,999.0,management
universitas presiden,administrasi bisnis,999.0,business Administration
universitas alwashliyah,ekonomi pembangunan,999.0,economic development
institut agama islam abdullah said batam,manajemen bisnis syariah,999.0,Sharia Business Management
universitas muhammadiyah papua,kewirausahaan,999.0,entrepreneurship
universitas nahdlatul ulama nusa tenggara barat,ekonomi islam,999.0,Islamic economy
universitas islam negeri profesor kiai haji saifuddin zuhri purwokerto,manajemen zakat dan wakaf,999.0,Zakat and Waqf Management
universitas islam syekhyusuf,manajemen,999.0,management
universitas islam negeri raden fatah palembang,manajemen zakat dan wakaf,999.0,Zakat and Waqf Management
sekolah tinggi ilmu ekonomi totalwin,akuntansi,999.0,accountancy
sekolah tinggi ilmu ekonomi totalwin,manajemen,999.0,management
universitas persada indonesia yai,manajemen perusahaan,999.0,company management
politeknik kutaraja,administrasi perkantoran,999.0,office administration
universitas pembangunan nasional veteran jawa timur,kewirausahaan,999.0,entrepreneurship
universitas mohammad natsir bukittinggi,akuntansi,999.0,accountancy
universitas alwashliyah,akuntansi,999.0,accountancy
universitas muhammadiyah jakarta,manajemen zakat dan wakaf,999.0,Zakat and Waqf Management
universitas sipatokkong mambo,administrasi kesehatan,999.0,Health administration
universitas salakanagara,keperawatan,999.0,nursing
universitas nusa cendana,kesehatan masyarakat,999.0,public health
universitas nazhatut thullab almuafa sampang,keperawatan,999.0,nursing
universitas bali dwipa,farmasi,999.0,Pharmacy
universitas airlangga,kedokteran gigi,4.0,dentistry
sekolah tinggi ilmu kesehatan kuningan,ilmu kesehatan masyarakat,999.0,Public Health Sciences
sekolah tinggi ilmu kesehatan jabal ghafur,farmasi klinis,999.0,Clinical Pharmacy
sekolah tinggi ilmu kesehatan guna bangsa yogyakarta,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan bethesda yakkum,administrasi kesehatan,999.0,Health administration
sekolah tinggi ilmu kesehatan bakti utama pati,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan bakti nusantara gorontalo,ilmu gizi,999.0,Nutrition Science
sekolah tinggi ilmu kesehatan akbidyo,farmasi,999.0,Pharmacy
politeknik kesehatan kementerian kesehatan palembang,teknologi laboratorium medis,999.0,Medical Laboratory Technology
politeknik kesehatan kementerian kesehatan bengkulu,keperawatan,999.0,nursing
institut kesehatan rajawali,teknologi laboratorium medis,999.0,Medical Laboratory Technology
